n,rho0,seed,rho,mineigvalQ,solution_time_P1,solution_time_P2,solution_time_D1A,solution_time_D1B,solution_time_D2A,solution_time_D2B,optimal_val_P1,optimal_val_P2,optimal_val_D1A,optimal_val_D1B,optimal_val_D2A,optimal_val_D2B,objective_bound_P1,objective_bound_P2,objective_bound_D1A,objective_bound_D1B,objective_bound_D2A,objective_bound_D2B,relative_gap_P1,relative_gap_P2,relative_gap_D1A,relative_gap_D1B,relative_gap_D2A,relative_gap_D2B,termination_status_P1,termination_status_P2,termination_status_D1A,termination_status_D1B,termination_status_D2A,termination_status_D2B
10,3,0,1,-3.6049305219833414,0.004435062408447266,0.003113985061645508,0.7336648589989636,0.10355019999951764,0.30780191399935575,0.14076126300096803,0.35883033104332274,0.35883033104332274,0.358830331096259,0.3588303310494577,0.35883033114029017,0.3588303407265084,0.3588303310433236,0.35883033104335027,0.358830331096259,0.3588303310494577,0.35883033114029017,0.3588303407265084,0.0,0.0,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,3,0,2,-3.6049305219833414,0.04225587844848633,0.0489201545715332,0.9022628599996096,0.15721645899975556,0.2925447650013666,0.2078608659994643,0.006763706926554147,0.006763619670075133,0.006763588426446534,0.006763585828578663,0.006763621756520367,0.006763585612529024,0.006763353094500839,0.006763131283128492,0.006763588426446534,0.006763585828578663,0.006763621756520367,0.006763585612529024,0.005231333308054392,0.007220792570599703,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,3,1,1,-3.700671641128977,0.004844188690185547,0.003094911575317383,0.6518410659991787,0.08895908900012728,0.25304443899949547,0.15554721400076232,0.38111960951109825,0.38111960951109825,0.3811196096170737,0.38111960951123824,0.38111961178935255,0.38111960984246673,0.38111960951109936,0.38111960951104606,0.3811196096170737,0.38111960951123824,0.38111961178935255,0.38111960984246673,0.0,0.0,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,3,1,2,-3.700671641128977,0.03359484672546387,0.03714704513549805,0.8226074489994062,0.13867085499987297,0.32475138799964043,0.23123555399979523,0.010062660054408645,0.010062679395848206,0.010062663047907818,0.010062660628351369,0.010062660304595619,0.010062660102545093,0.01006168631103382,0.010062057245727857,0.010062663047907818,0.010062660628351369,0.010062660304595619,0.010062660102545093,0.009676798873854645,0.006182748111855855,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,7,0,2,-5.410615903748182,0.09593987464904785,0.08405399322509766,0.9905123730004561,0.17246700699979556,0.2560565639996639,0.19875834100093925,0.1275269982278942,0.1275269982278941,0.12752703015742803,0.12752700258003496,0.12752717526102478,0.12752699824878455,0.1275175954877798,0.12751719155725472,0.12752703015742803,0.12752700258003496,0.12752717526102478,0.12752699824878455,0.007373136861265207,0.007689878045944183,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,7,0,5,-5.410615903748182,0.4246339797973633,3.141448974609375,1.0264569069986464,0.13652124399959575,0.328957564999655,0.2258903370002372,0.00602908303661766,0.006029045562316407,0.006029001558433802,0.006029063430652004,0.006029049149790943,0.006028992998833086,0.00602783034019236,0.006027857294634573,0.006029001558433802,0.006029063430652004,0.006029049149790943,0.006028992998833086,0.0207775613255169,0.0197090512843575,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,7,1,2,-4.243374820940748,0.06727886199951172,0.06502079963684082,0.8297684970002592,0.14612581200162822,0.24395011500018882,0.16191493299993454,0.1366265403928536,0.1366265407157736,0.13662653575231407,0.13662654802224075,0.1366265374405619,0.1366265362774789,0.13661657968603183,0.13661657968603183,0.13662653575231407,0.13662654802224075,0.1366265374405619,0.1366265362774789,0.007290462594698099,0.0072906989297851525,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
10,7,1,5,-4.243374820940748,0.5553619861602783,3.3766050338745117,0.9354131109994341,0.15375181299896212,0.33950928100057354,0.2681004509995546,0.004900543384552489,0.004900312439790829,0.004900114522499138,0.004900140382199759,0.004900162730274487,0.0049001088354828195,0.004898407987465414,0.004898787165672665,0.004900114522499138,0.004900140382199759,0.004900162730274487,0.0049001088354828195,0.04357470018134243,0.031126058530045943,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,4,0,1,-4.648932003023375,0.004948854446411133,0.0045070648193359375,1.4436032430003252,0.18340104399976553,0.4380765070000052,0.3587395659997128,0.4269675252151888,0.4269675252151888,0.42696753956229966,0.42696753174290003,0.42696761685198653,0.4269675252293315,0.4269675252151881,0.4269675252149341,0.42696753956229966,0.42696753174290003,0.42696761685198653,0.4269675252293315,0.0,0.0,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,4,0,3,-4.648932003023375,0.10242009162902832,0.15825510025024414,1.7607595579993358,0.33974649399897316,0.5572012350003206,0.4888658830004715,0.001563305455252545,0.0015632575667767767,0.0015633798515885785,0.0015631968062301202,0.0015631935963460887,0.001563183990217908,0.0015626859655479377,0.0015629934087550133,0.0015633798515885785,0.0015631968062301202,0.0015631935963460887,0.001563183990217908,0.03962691376313155,0.016897920558805974,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,4,1,1,-5.133191283506376,0.005132198333740234,0.0038220882415771484,1.4264871070008667,0.1605889100010245,0.5291567950007448,0.28842784199878224,0.6177334355141668,0.6177334355141668,0.6177336464318305,0.6177334361326423,0.617733456425605,0.6177334363318343,0.6177334355141668,0.6177334355140829,0.6177336464318305,0.6177334361326423,0.617733456425605,0.6177334363318343,0.0,0.0,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,4,1,3,-5.133191283506376,0.08047819137573242,0.0969698429107666,1.5715294550009276,0.24028073899899027,0.4780327070002386,0.39038043700020353,0.003571101364593182,0.003571035597286526,0.0035711661017085498,0.0035710297067617007,0.0035710152024191655,0.0035710118738641783,0.00357073777296446,0.003570468734356082,0.0035711661017085498,0.0035710297067617007,0.0035710152024191655,0.0035710118738641783,0.010181498411870136,0.015873908702418723,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,8,0,3,-7.3748121472613155,0.22958087921142578,0.17203187942504883,2.1737003669986734,0.34955364799861854,0.698506875000021,0.45373192700026266,0.11096473212304242,0.11096444264027727,0.11096437602550077,0.11096437251831791,0.11096437232255758,0.11096445075890121,0.1109571248261544,0.1109593383357927,0.11096437602550077,0.11096437251831791,0.11096437232255758,0.11096445075890121,0.00685559883980576,0.004599946039575384,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,8,0,5,-7.3748121472613155,1.671072006225586,2.072970151901245,2.6019173959994077,0.3822197099998448,0.6647538489996805,0.35922132700034126,0.029789979139629767,0.029789578984056722,0.029789224719589186,0.02978921443512447,0.029789246965125863,0.029789215152139135,0.029786022250503683,0.029787875037618622,0.029789224719589186,0.02978921443512447,0.029789246965125863,0.029789215152139135,0.013282617982168343,0.005719941322474482,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,8,1,3,-6.586157947051616,0.19586706161499023,0.16228485107421875,1.7491033809983492,0.25321127400093246,0.5970660949988087,0.3888034809988312,0.058133494900876465,0.058133494900876444,0.058133499227920715,0.0581335005197377,0.058133521775420825,0.058133498667167376,0.05812816666925009,0.058131015949636856,0.058133499227920715,0.0581335005197377,0.058133521775420825,0.058133498667167376,0.009165510581226654,0.004264239134107053,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
12,8,1,5,-6.586157947051616,0.4359278678894043,1.9080140590667725,2.1598752240006434,0.2625989709995338,0.6536274579993915,0.3576492979991599,0.0029427384926675043,0.002942970683766505,0.0029427511136116157,0.002942619120221032,0.002942706932172882,0.002942659390093673,0.002941272369350207,0.00294120058713741,0.0029427511136116157,0.002942619120221032,0.002942706932172882,0.002942659390093673,0.04982173308808795,0.060146594013277384,0.0,0.0,0.0,0.0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
