n,rho0,seed,rho,solution_time_P1,solution_time_P2,solution_time_D1A,solution_time_D1B,solution_time_D2A,solution_time_D2B,optimal_val_P1,optimal_val_P2,optimal_val_D1A,optimal_val_D1B,optimal_val_D2A,optimal_val_D2B,objective_bound_P1,objective_bound_P2,objective_bound_D1A,objective_bound_D1B,objective_bound_D2A,objective_bound_D2B,relative_gap_P1,relative_gap_P2,relative_gap_D1A,relative_gap_D1B,relative_gap_D2A,relative_gap_D2B,termination_status_P1,termination_status_P2,termination_status_D1A,termination_status_D1B,termination_status_D2A,termination_status_D2B
50,12,17,6,600.016653060913,600.046529054642,610.676888530026,107.422330969013,454.455704135005,158.872483197949,0.00176609785811824,0.00176604739898487,26.062552246114,-0.0989452725805224,-0.0989453278357142,-0.0989456914243339,-0.0300183125637081,-0.0424968280757091,26.062552246114,-0.0989452725805224,-0.0989453278357142,-0.0989456914243339,1799.69701428053,2506.32432063468,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,17,9,600.034843921661,600.01310300827,611.579077827977,139.493098406005,476.232239623088,168.860883123009,0.000251126654605782,0.00041046803423582,20.1401871843503,-0.0989457661613813,-0.0989455701190436,-0.0989456812731645,-0.097086997016718,-0.101173908862825,20.1401871843503,-0.0989457661613813,-0.0989455701190436,-0.0989456812731645,38760.570368018,24748.4258027994,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,18,3,23.1501998901367,22.0372090339661,610.734490670962,139.407164772041,416.692085984047,198.512736909091,0.005255559086422,0.00525630251986081,18.915916385544,-0.0980013169886109,-0.0980011611710806,-0.0980013225443663,0.00525541915351599,0.00525474338849868,18.915916385544,-0.0980013169886109,-0.0980011611710806,-0.0980013225443663,0.00266256936153711,0.0296621314362438,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,18,6,600.012869119644,600.014594078064,609.988962907926,114.206830397015,475.076933515957,169.821268729051,0.00175175513604167,0.00175175524209649,24.1219146890527,-0.0980012206580548,-0.0980003101389562,-0.0980010708705299,-0.0214981843373044,-0.0314739099303344,24.1219146890527,-0.0980012206580548,-0.0980003101389562,-0.0980010708705299,1327.23683778559,1896.70704981973,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,18,9,600.024067878723,600.061733961105,609.339777656947,124.884810109972,478.780660375021,157.347622954985,0.000125386160002206,0.000125486641360285,18.6860712367566,-0.0980006082323095,-0.0980006495064377,-0.0980005981218507,-0.0953486314331781,-0.0968229304715108,18.6860712367566,-0.0980006082323095,-0.0980006495064377,-0.0980005981218507,76143.9839863511,77257.958346755,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,19,3,20.4128201007843,18.9881558418274,609.233511341037,139.645875128917,454.584973250981,209.19921978307,0.00354981936614625,0.00354981318645359,20.324698355828,-0.0993669100567783,-0.0993661310243934,-0.0993669669373708,0.00354969638139515,0.00354973628719234,20.324698355828,-0.0993669100567783,-0.0993661310243934,-0.0993669669373708,0.00346453547111119,0.00216629037109474,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,19,6,600.030068159103,600.048785924912,611.203002983937,119.851063293056,493.230430423049,169.074637687998,0.00095989724342762,0.000753495787761886,25.9993033592465,-0.0993662049613665,-0.0993666269584483,-0.0993669675256658,-0.034456510407142,-0.0338178364481241,25.9993033592465,-0.0993662049613665,-0.0993666269584483,-0.0993669675256658,3689.60405846192,4588.12548090992,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,19,9,600.035572052002,600.028630018234,610.293132882915,131.924727555015,436.013303111075,168.072720904951,0.000175130911346796,0.000130264187363228,20.1097809211463,-0.0993663665205507,-0.0993663192311937,-0.0993669264093559,-0.094348534141709,-0.0830482674682225,20.1097809211463,-0.0993663665205507,-0.0993663192311937,-0.0993669264093559,53973.1474735943,63853.721686108,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,20,3,19.9804871082306,19.4081361293793,609.167241779971,157.775848728023,416.306027958053,160.077831699979,0.00590729688224181,0.00590727829778584,19.3820959388266,-0.0960023408058978,-0.0960014816324707,-0.0960020260068101,0.00590714139905993,0.0059071389653032,19.3820959388266,-0.0960023408058978,-0.0960014816324707,-0.0960020260068101,0.00263205295052089,0.00235865783887468,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,20,6,600.023792028427,600.03817486763,610.363042387995,120.022200101987,458.862570259022,159.850382351084,0.0011602538634933,0.00116025233126576,24.6103851657723,-0.0960024143897152,-0.0960017334628998,-0.0960023795257013,-0.0218038899765285,-0.0309243404847836,24.6103851657723,-0.0960024143897152,-0.0960017334628998,-0.0960023795257013,1979.2344212396,2765.31164398069,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,20,9,600.025880098343,600.063987970352,610.175972539932,125.902184496983,490.527873852057,149.11071614793,7.11836384510619E-05,0.000701577677005021,19.0229236559587,-0.0960019113899822,-0.0960013881379152,-0.0960018728470824,-0.0974778383479347,-0.078397864974663,19.0229236559587,-0.0960019113899822,-0.0960013881379152,-0.0960018728470824,137038.544402939,11274.5096151487,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,21,3,22.7055401802063,19.5390608310699,610.876705951057,138.138665419072,418.530472235987,218.534235439962,0.00316164539721162,0.00316162543267068,19.9972729810973,-0.100485603213017,-0.100485433081986,-0.100485912731035,0.00316147186879065,0.00316149632166914,19.9972729810973,-0.100485603213017,-0.100485433081986,-0.100485912731035,0.00548854786557953,0.00408369062959009,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,21,6,600.021185874939,600.052624940872,610.062166412943,113.630820811959,437.037728276919,159.470771371038,0.000956307244176116,0.00109701329045567,25.5248755056964,-0.100485436183224,-0.100485227780728,-0.100485915318611,-0.0199041374038797,-0.0138570589673037,25.5248755056964,-0.100485436183224,-0.100485227780728,-0.100485915318611,2181.3538248398,1363.16235982409,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,21,9,600.020601034164,600.029115200043,611.613212430966,133.123870028998,458.860965979984,167.846267582965,1.57885692090076E-05,1.60309653899428E-05,19.6924029877471,-0.100485920922569,-0.100485541649122,-0.100485860493889,-0.101568293444218,-0.0814837003995793,19.6924029877471,-0.100485920922569,-0.100485541649122,-0.100485860493889,643402.709065442,508389.41624875,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,22,3,22.2282738685608,23.3807530403137,611.035433633951,140.252874349011,416.939162653987,198.200973905972,0.00403638239911575,0.00403644315896356,20.8098501928915,-0.09915419685505,-0.099153884141974,-0.0991532821578572,0.00403627813157243,0.00403634925561918,20.8098501928915,-0.09915419685505,-0.099153884141974,-0.0991532821578572,0.00258319289445041,0.0023263883741844,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,22,6,600.02952504158,600.014053821564,610.579688705038,114.045250475057,454.991980841965,168.97181636095,0.000892255030191687,0.000891873745149363,26.5105420466574,-0.0991541865116317,-0.0991540389361082,-0.0991540355876896,-0.0389034645978774,-0.0419545837764778,26.5105420466574,-0.0991541865116317,-0.0991540389361082,-0.0991540355876896,4460.12835809058,4804.09449820183,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,22,9,600.049791097641,600.030124902725,610.523708916968,132.622461145977,436.424814084079,169.576040965971,0.000143930751714436,0.000231595149871131,20.4596138509257,-0.0991540036469716,-0.0991538748910348,-0.0991541915588302,-0.0784577737992716,-0.0897251718458348,20.4596138509257,-0.0991540036469716,-0.0991538748910348,-0.0991541915588302,54610.7788743677,38842.2499546133,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,23,3,13.8091061115265,23.6034741401672,609.649788365001,132.914851002977,399.804244247032,198.242407841026,0.00598300495135326,0.0059830163216828,23.3007423835092,-0.0968258044677292,-0.096825757020327,-0.0968259783033548,0.00598270368565834,0.00598243776135528,23.3007423835092,-0.0968258044677292,-0.096825757020327,-0.0968259783033548,0.00503535760655649,0.00967004427885923,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,23,6,600.033951044083,600.063086032867,613.740341297002,118.818996982998,453.443591447081,178.41333012504,0.00120009721703268,0.00120005901275137,29.8640861363538,-0.0968257620929194,-0.0968253021763487,-0.0968261251665905,-0.0276868059388512,-0.0258094749846005,29.8640861363538,-0.0968257620929194,-0.0968253021763487,-0.0968261251665905,2407.04692469071,2250.68381724222,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,23,9,600.025469064713,600.022894859314,609.293407159043,131.735188951017,437.579300250043,149.828170973924,0.000361665372825325,0.000377731476725218,22.9552406300226,-0.0968256907893966,-0.0968255177656366,-0.0968261229427215,-0.0881802284976078,-0.0870871559176054,22.9552406300226,-0.0968256907893966,-0.0968255177656366,-0.0968261229427215,24481.7172235055,23155.3081444566,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,24,3,23.4560661315918,26.6163349151611,610.154778897995,133.118485350045,416.157896697987,218.333908827975,0.00426337088629494,0.00426325846639103,21.6683249108086,-0.0991013441862363,-0.0991009133868388,-0.099101401739672,0.00426242749167483,0.00426314828932067,21.6683249108086,-0.0991013441862363,-0.0991009133868388,-0.099101401739672,0.0221279040758629,0.00258433944891115,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,24,6,600.03516292572,600.015688896179,609.00543888798,119.031041890965,455.464558269014,159.207545947982,0.000978316005671879,0.000978303448061645,27.7301271851268,-0.0991013876123662,-0.0991008593830836,-0.099101313121498,-0.0363732329899845,-0.0237855873524663,27.7301271851268,-0.0991013876123662,-0.0991008593830836,-0.099101313121498,3817.94315733436,2531.30977403726,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,24,9,600.063699960709,600.080759048462,614.419991396018,132.690643546986,421.064393960987,139.639114300953,2.69935428514742E-05,2.70307213653905E-05,21.3776147995823,-0.0991012284032677,-0.099100619046758,-0.0991008948884932,-0.0961238488658253,-0.09410365084536,21.3776147995823,-0.0991012284032677,-0.099100619046758,-0.0991008948884932,356199.417533759,348235.921247918,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,25,3,20.5858509540558,21.1462280750275,608.823134472012,132.325244439999,472.204391936073,218.680775558925,0.00540062095035626,0.00540063202651114,22.8589750786312,-0.09666221397878,-0.0966623993524957,-0.0966626929597219,0.00540046532106342,0.00540047740510871,22.8589750786312,-0.09666221397878,-0.0966623993524957,-0.0966626929597219,0.00288169257336001,0.00286302421036464,0,0,0,0,OPTIMAL,OPTIMAL,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,25,6,600.010386943817,600.028477907181,610.072853864986,113.766355016036,459.815361530054,180.110052663949,0.00111218946681167,0.00111214766165456,29.2887112582442,-0.0966627253058823,-0.096662208260619,-0.0966627151441355,-0.0262785080256936,-0.0165759989396958,29.2887112582442,-0.0966627253058823,-0.096662208260619,-0.0966627151441355,2462.77260393652,1590.44947098441,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,12,25,9,600.059231996536,600.014178991318,610.409146575024,133.071080908994,459.902330285986,140.084891326958,0.000189517790587024,0.000189236581078779,22.5299289211987,-0.0966623805997007,-0.0966620883562257,-0.0966627353215479,-0.0865019117812411,-0.0903927738027053,22.5299289211987,-0.0966623805997007,-0.0966620883562257,-0.0966627353215479,45743.1617914628,47867.0719304926,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,0,6,600.029958963394,600.014150857925,612.236444556969,126.255361643969,414.961163313012,159.633672519005,0.00172485342319166,0.00172485545878952,20.7802773612003,-0.101799288085481,-0.101798349250571,-0.101799228545599,-0.0399561501564741,-0.0423970827888572,20.7802773612003,-0.101799288085481,-0.101798349250571,-0.101799228545599,2416.49539718797,2558.00786221304,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,0,12,600.020980834961,600.045207977295,613.500133174937,114.196892532054,419.786787961959,167.917859471054,0.000536708615933396,0.000538539874258354,15.4924481064578,-0.101799559373155,-0.101798802436937,-0.101799348146772,-0.102429034392283,-0.084936240434305,15.4924481064578,-0.101799559373155,-0.101798802436937,-0.101799348146772,19184.663698597,15871.5787621621,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,0,19,600.035274028778,600.038792133331,609.407169549028,114.272448339034,438.268504061038,176.337726138067,0.000264949908373933,0.000346256947311421,5.09476150130145,-0.101799555132387,-0.101798407027625,-0.101799264159191,-0.105123778116066,-0.0920506723450296,5.09476150130145,-0.101799555132387,-0.101798407027625,-0.101799264159191,39776.8501492368,26684.4983211961,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,1,6,600.018973112106,600.02702999115,610.315077940933,132.284395731986,455.988455331069,159.754892628058,0.000983218668076435,0.000983206474219594,18.0684819385678,-0.103153344543053,-0.103152558915403,-0.103153117519904,-0.0214367423331568,-0.0425845228656687,18.0684819385678,-0.103153344543053,-0.103152558915403,-0.103153117519904,2280.26193248502,4431.18820738742,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,1,12,600.049287080765,600.040079116821,610.630139227957,120.029725302942,403.43902445701,158.993900679983,0.000337266137015592,0.000318471956625904,13.6493600150238,-0.103153156994365,-0.103153091909098,-0.103153236744843,-0.104435814479475,-0.106356117907909,13.6493600150238,-0.103153156994365,-0.103153091909098,-0.103153236744843,31065.4018051171,33495.7561082343,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,1,19,600.013189077377,600.03758597374,611.19227603008,119.957054247032,418.935355174006,158.886316160904,0.000122902022645974,8.95212976721506E-05,4.30965699440285,-0.103153324999861,-0.103152553010755,-0.103153276455036,-0.104129352697593,-0.105209231379263,4.30965699440285,-0.103153324999861,-0.103152553010755,-0.103153276455036,84825.499593724,117624.247430556,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,2,6,600.031257867813,600.018212080002,610.569832553971,131.57082369097,400.203029235941,169.65337980201,0.00114886141611419,0.00116429822688536,15.7313727679811,-0.103190033441034,-0.103189895946346,-0.103191012661406,-0.0394370096885452,-0.0449442745634194,15.7313727679811,-0.103190033441034,-0.103189895946346,-0.103191012661406,3532.70381748337,3960.20295535884,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,2,12,600.097556114197,600.0838971138,611.880645059981,120.245553161949,403.206163969939,178.839066346991,0.000409186419356333,0.000406220819259423,11.5511510980688,-0.103190959341673,-0.103189739621026,-0.103190960019543,-0.105015129936742,-0.100239126033396,11.5511510980688,-0.103190959341673,-0.103189739621026,-0.103190960019543,25764.3732462909,24776.0188746951,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,2,19,600.02020406723,600.0325050354,611.980481760926,113.752195726032,438.239375658915,159.223261113977,0.00019238297994616,0.000225097674551231,3.56766447943664,-0.103190334563165,-0.103190699928773,-0.103190990889658,-0.103793991339251,-0.0974079087548789,3.56766447943664,-0.103190334563165,-0.103190699928773,-0.103190990889658,54051.7536157817,43373.6184187941,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,3,6,600.053889989853,600.028573036194,610.266608241014,119.956701773917,486.489778477,179.200567158056,0.00120391308680434,0.00116600649224713,16.4153116991984,-0.102400097782851,-0.102399129153475,-0.102400083338605,-0.0502345590111117,-0.0448450637484999,16.4153116991984,-0.102400097782851,-0.102399129153475,-0.102400083338605,4272.6067738373,3946.038941179,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,3,12,600.024686098099,600.017329931259,611.234541960992,126.166600027005,456.245834155008,169.329158880981,0.000363541056759065,0.000360628323978492,12.5157538073662,-0.102399577420342,-0.102399220725078,-0.102400027532477,-0.102646034230866,-0.0887349505626852,12.5157538073662,-0.102399577420342,-0.102399220725078,-0.102400027532477,28335.0596507436,24705.6520419005,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,3,19,600.063967943192,600.559278011322,608.956952171982,107.615305804997,452.383467976004,140.306955302018,0.000171898519254313,0.000154702600345604,3.95998295611091,-0.102399173347617,-0.102398691494238,-0.10239980773716,-0.104391269444639,-0.104732143637884,3.95998295611091,-0.102399173347617,-0.102398691494238,-0.10239980773716,60828.4285504512,67799.0195406623,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,4,6,600.018535852432,600.029887914658,608.788907521986,120.375593031058,453.512542098993,160.15424000402,0.00121542487599535,0.00121544417033097,15.6180627104546,-0.102923000807923,-0.102923290212234,-0.102923779597254,-0.0222377444827748,-0.0508030682098772,15.6180627104546,-0.102923000807923,-0.102923290212234,-0.102923779597254,1929.62722928997,4279.7944693785,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,4,12,600.059723138809,600.092474937439,610.26204860094,107.399617478019,437.707844750956,168.043624327984,0.000471084325614046,0.000416300948924926,12.0342603956961,-0.102922962347266,-0.102922088897439,-0.102923454480509,-0.0801121922364052,-0.103854534559042,12.0342603956961,-0.102922962347266,-0.102922088897439,-0.102923454480509,17105.913353619,25046.9848260592,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,4,19,600.095854997635,600.049576044083,611.23828761105,118.874810004956,420.165138724959,139.034535764018,0.000155067782986382,0.000169415594347664,3.8326563238973,-0.102923253227777,-0.102922650345566,-0.102922822645482,-0.104702984367183,-0.105271969930834,3.8326563238973,-0.102923253227777,-0.102922650345566,-0.102922822645482,67620.7850081777,62238.2998042091,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,5,6,600.050485134125,600.030441045761,611.488695870037,125.93308442994,468.044284151983,168.562346182996,0.000988541250184272,0.000988542490952732,17.0028448222513,-0.102884874099014,-0.102884021103985,-0.102884031702785,-0.0561712363639214,-0.0441697934130039,17.0028448222513,-0.102884874099014,-0.102884021103985,-0.102884031702785,5782.23494502133,4568.17347936498,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,5,12,600.019230127335,600.094732999802,610.196833156981,113.419226464932,401.705210929969,159.111321171978,0.000353780135565963,0.000352819210916802,13.0161831692197,-0.102884841757071,-0.102884438988201,-0.10288484373391,-0.0978745623327854,-0.095893724587235,13.0161831692197,-0.102884841757071,-0.102884438988201,-0.10288484373391,27765.3640194381,27279.2809518662,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,5,19,600.022028923035,600.046529054642,610.090911383973,126.118923552101,487.231477327063,139.152229993953,8.73797789003376E-05,8.51601030934199E-05,4.10080607116467,-0.102884320946893,-0.102884276017802,-0.102884703795206,-0.104328328119596,-0.0816505644723757,4.10080607116467,-0.102884320946893,-0.102884276017802,-0.102884703795206,119496.42035326,95978.893409518,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,6,6,600.034749984741,600.017614841461,608.362128506065,120.315786284045,420.327230030089,159.156492298935,0.00107569464359308,0.00107566607468509,16.1944779247147,-0.103168387514172,-0.103167888045042,-0.103167148461741,-0.0535688540502186,-0.0465037118957017,16.1944779247147,-0.103168387514172,-0.103167888045042,-0.103167148461741,5079.9312815471,4423.24798467925,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,6,12,600.015021800995,600.055287122726,612.650487799081,113.861886498053,419.954320598976,158.677441083011,0.000324164094637841,0.000344527639046097,12.2382894097303,-0.10316845096469,-0.103167241813928,-0.103168393392373,-0.102703383215431,-0.105262884582308,12.2382894097303,-0.10316845096469,-0.103167241813928,-0.103168393392373,31782.5289766197,30652.8127942802,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,6,19,600.022282838821,600.059503078461,608.91526538902,120.897769035888,435.705750962021,149.873670921894,0.000238928731787674,0.000173121641764908,3.88844668632281,-0.103168463443274,-0.103167721459049,-0.103168390065324,-0.105067960943167,-0.104829002665232,3.88844668632281,-0.103168463443274,-0.103167721459049,-0.103168390065324,44074.6028688321,60652.223047645,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,7,6,600.020219087601,600.032831192017,610.610162495985,114.960104572936,434.134454529965,189.591279826011,0.00108770215126451,0.00108760722167492,17.148867356793,-0.103005376478045,-0.103004660716733,-0.103005505477382,-0.0474767973190369,-0.03175464554183,17.148867356793,-0.103005376478045,-0.103004660716733,-0.103005505477382,4464.8711426968,3019.67954138148,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,7,12,600.060460090637,600.029486179352,610.793804462068,113.045168697019,403.929621130112,149.039940746967,0.000452486123908117,0.000443284965593429,12.7846754052329,-0.103004415741636,-0.10300500219472,-0.103004248213967,-0.091872309254078,-0.0985509797844216,12.7846754052329,-0.103004415741636,-0.10300500219472,-0.103004248213967,20403.8953903333,22331.969823856,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,7,19,600.027009963989,600.046396970749,611.952921823948,113.036020559957,420.006767440005,140.51878592791,0.000248935255626895,0.000262814646168661,3.58135053104248,-0.103005316979853,-0.103004410493667,-0.103005431151664,-0.0952292174634062,-0.104320190258376,3.58135053104248,-0.103005316979853,-0.103004410493667,-0.103005431151664,38354.6125190624,39793.446228803,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,8,6,600.085119009018,600.024700164795,609.756760658929,120.660141979926,492.54158218205,180.023218908929,0.00103942016190717,0.00102738451250356,15.2168617591938,-0.103314411693685,-0.103313806273812,-0.103314411258018,-0.0440629109494874,-0.0365368133456799,15.2168617591938,-0.103314411693685,-0.103313806273812,-0.103314411258018,4339.18185968599,3656.29395820324,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,8,12,600.113744020462,600.071335077286,610.763921685983,112.981015285011,418.977016652003,169.020870608976,0.000345642312612443,0.000319648163498568,11.6918600141281,-0.103314384340397,-0.103312661607719,-0.103314404843159,-0.104584635900894,-0.0991558376096298,11.6918600141281,-0.103314384340397,-0.103312661607719,-0.103314404843159,30358.0535092535,31120.3057400247,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,8,19,600.084071874619,600.017690896988,611.65818214207,120.957240486983,438.306168406038,159.905451477971,0.000146001786377645,0.000115555097696952,3.70210832625231,-0.103313960367324,-0.103312685074522,-0.103314383820755,-0.104347831891995,-0.10375911439674,3.70210832625231,-0.103313960367324,-0.103312685074522,-0.103314383820755,71570.2432627026,89891.8970817305,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,9,6,600.019596099854,600.028862953186,610.981901005958,121.007277111989,436.578489876003,158.797362543992,0.0015153099222901,0.00151517111941965,13.2927177632707,-0.101952243906929,-0.101951636075859,-0.101950701249952,-0.0304513554135314,-0.0270119254349679,13.2927177632707,-0.101952243906929,-0.101951636075859,-0.101950701249952,2109.57935836057,1882.76401185063,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,9,12,600.048376083374,600.066744089127,611.813346915063,112.042024350027,425.543316505966,150.000378730008,0.000376687561253856,0.000617891316552315,9.64848946094345,-0.101951790965937,-0.101950248199055,-0.101952175075626,-0.0911409291273365,-0.103114364831741,9.64848946094345,-0.101951790965937,-0.101950248199055,-0.101952175075626,24295.3646740979,16788.1071265243,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,9,19,600.030569076538,600.039824008942,609.035475825076,100.882958622999,475.939844353008,159.417213493958,9.30591300139817E-05,0.000108089189184798,2.94997586290132,-0.10195161312742,-0.101951187152279,-0.101952151989211,-0.100023142224937,-0.103246605259206,2.94997586290132,-0.10195161312742,-0.101951187152279,-0.101952151989211,107583.427160677,95619.8258381672,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
50,25,10,6,600.017254829407,600.018625974655,611.035678991,125.39611255296,437.991690792958,179.270101742004,0.00101629186716458,0.00101629967754519,17.9464737442414,-0.103104937930975,-0.103104597330401,-0.103105566997322,-0.0306706474685336,-0.0200398864112004,17.9464737442414,-0.103104937930975,-0.103104597330401,-0.103105566997322,3117.89756067848,2071.84815207317,0,0,0,0,TIME_LIMIT,TIME_LIMIT,TIME_LIMIT,OPTIMAL,OPTIMAL,OPTIMAL
