n,rho0,seed,rho,solution_time_P1,solution_time_P2,solution_time_D1A,solution_time_D1B,solution_time_D2A,solution_time_D2B,optimal_val_P1,optimal_val_P2,optimal_val_D1A,optimal_val_D1B,optimal_val_D2A,optimal_val_D2B,objective_bound_P1,objective_bound_P2,objective_bound_D1A,objective_bound_D1B,objective_bound_D2A,objective_bound_D2B,relative_gap_P1,relative_gap_P2,relative_gap_D1A,relative_gap_D1B,relative_gap_D2A,relative_gap_D2B,termination_status_P1,termination_status_P2,termination_status_D1A,termination_status_D1B,termination_status_D2A,termination_status_D2B
25,6,0,2,0.280791997909546,0.262736082077026,80.3324641700019,8.22331227900577,21.995140974992,10.0475166269753,0.00713769669442426,0.00713769243624685,-0.0160613811319633,-0.0159792763235049,-0.0159898586080721,-0.0159810298471696,0.00713761035021618,0.00713737135647302,-0.0160613811319633,-0.0159792763235049,-0.0159898586080721,-0.0159810298471696,0.00120969287124789,0.00449836941975569,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,0,3,0.436247825622559,0.665127992630005,57.1057613180019,4.45459333801409,13.3997439450177,5.57008542699623,0.000737702410773929,0.000737736253611768,-0.07799165056556,-0.0779917148057273,-0.0779916228884548,-0.0779916884594551,0.000737501932098779,0.000737585818570467,-0.07799165056556,-0.0779917148057273,-0.0779916228884548,-0.0779916884594551,0.0271760905511112,0.0203914394289574,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,0,4,1.04379200935364,1.28025817871094,60.1361617039947,3.64795052600675,11.8138902930077,5.26284566702088,0.000253317997529848,0.000253362220140373,-0.0779916161488373,-0.0779915514344503,-0.0779913217196831,-0.0779914003260182,0.000253072029154028,0.000253121573694984,-0.0779916161488373,-0.0779915514344503,-0.0779913217196831,-0.0779914003260182,0.0970986578997153,0.0949811875090117,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,1,2,0.392256021499634,0.422366857528687,86.4246420290147,7.53508216098999,18.723870435002,10.4349472100148,0.00797357832896886,0.00797356946208144,-0.0333935839764879,-0.033343898871272,-0.0333564224808261,-0.0333469866907842,0.00797328504740316,0.00797328943339859,-0.0333935839764879,-0.033343898871272,-0.0333564224808261,-0.0333469866907842,0.00367816748766636,0.00351196141426397,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,1,3,0.855264902114868,0.647726058959961,60.0040264890122,4.42358603700995,12.728510069981,7.05270086598466,0.00190277585026032,0.00190275942324769,-0.0897189849197878,-0.0897190656036476,-0.0897186127380875,-0.0897190589496703,0.0019026931462197,0.00190264196030612,-0.0897189849197878,-0.0897190656036476,-0.0897186127380875,-0.0897190589496703,0.00434649412937794,0.00617329443418925,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,1,4,9.179692029953,10.5211999416351,56.7605928620033,3.92986477899831,12.7819708730094,5.81836808301159,0.000110689195017342,0.000110689706502823,-0.0897187220086588,-0.0897190655713066,-0.0897189769234616,-0.0897190634473215,0.000110473232581008,0.000110576346208647,-0.0897187220086588,-0.0897190655713066,-0.0897189769234616,-0.0897190634473215,0.195107061985954,0.102412679334221,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,2,2,0.493149995803833,0.591790199279785,80.3617423260002,8.10122843499994,22.9169025990122,10.1528280380007,0.0058420225098999,0.00584200896477736,-0.0389559986390219,-0.0388883552634425,-0.0388981707703294,-0.0388890822405818,0.00584188474832776,0.00584197225318243,-0.0389559986390219,-0.0388883552634425,-0.0388981707703294,-0.0388890822405818,0.00235811436726213,0.000628407028484516,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,2,3,1.20902299880981,0.896785974502564,53.8415476770024,4.15671832801309,13.3841331379954,6.81809099699603,0.0019827408208099,0.00198269250513593,-0.0987472253997967,-0.0987476961815569,-0.0987475901159593,-0.0987476881753567,0.00198261706346865,0.00198255587590125,-0.0987472253997967,-0.0987476961815569,-0.0987475901159593,-0.0987476881753567,0.00624173063596531,0.00689109553443473,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,2,4,10.0360009670258,14.7589380741119,56.2985276349937,3.9048131419986,12.5964215450222,6.10732064201147,0.000260003016426951,0.000259996990415708,-0.0987473944199713,-0.0987476886027853,-0.0987475298445965,-0.0987476314475568,0.000259872457924728,0.000259840953735699,-0.0987473944199713,-0.0987476886027853,-0.0987475298445965,-0.0987476314475568,0.0502142259800053,0.0600148023864525,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
25,6,3,2,0.409257173538208,0.625108003616333,84.7277182879916,8.37480729701929,18.6490196549858,10.5276014179981,0.00672353047720797,0.0067234893516584,-0.0376594634979623,-0.0376017387113953,-0.0376136476935774,-0.0376021891520716,0.00672305334960707,0.00672343754059821,-0.0376594634979623,-0.0376017387113953,-0.0376136476935774,-0.0376021891520716,0.00709638489061967,0.000770597787478064,0,0,0,0,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL,OPTIMAL
